subplot_id,year,speriod,shrub_bio_ttl,shrub_1hr,shrub_10hr,dwd_fuel_10h,dwd_fuel_100h,dwd_fuel_1000h_s,dwd_fuel_1000h_r,herb_fuel_live_ss,herb_fuel_dead_ss,ispace_litter_load_ss,herb_fuel_stand_ss,rcode,scode,pcode,ptype,sp_number,treatment
SW-SD-MC195,11,1,410,203,170,1178,2206,1056,0,625,150,1225,NA,SW,SD,M,CP,195,MP
SW-SD-MC195,14,1,880,422,377,1414,2206,595,0,460,730,795,NA,SW,SD,M,CP,195,MP
SW-SD-MC203,7,1,301,149,127,596,221,266,0,205,50,275,NA,SW,SD,M,CP,203,MP
SW-SD-MC203,9,1,80,26,8,1289,3970,3102,0,265,70,2025,NA,SW,SD,M,CP,203,MP
SW-SD-MC203,11,1,94,47,36,1400,1434,0,0,520,565,1360,NA,SW,SD,M,CP,203,MP
SW-SD-MC203,14,1,151,80,71,554,7389,0,0,460,735,360,NA,SW,SD,M,CP,203,MP
SW-SD-MC203,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,1590,SW,SD,M,CP,203,MP
SW-SD-MC211,7,1,4447,1787,1592,291,551,266,0,145,25,230,NA,SW,SD,M,CP,211,MP
SW-SD-MC211,9,1,37,14,7,1344,4411,947,0,90,20,1645,NA,SW,SD,M,CP,211,MP
SW-SD-MC211,11,1,27,13,8,1012,1544,0,0,745,240,1660,NA,SW,SD,M,CP,211,MP
SW-SD-MC211,14,1,74,37,31,790,993,533,0,875,515,975,NA,SW,SD,M,CP,211,MP
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,9.78125,,,,,,,,,,,,,,,,
