"subplot_id","year","speriod","shrub_bio_ttl_AMAL2","shrub_1hr_AMAL2","shrub_10hr_AMAL2","shrub_bio_ttl_ARAR8","shrub_1hr_ARAR8","shrub_10hr_ARAR8","shrub_bio_ttl_ARNO4","shrub_1hr_ARNO4","shrub_10hr_ARNO4","shrub_bio_ttl_ARTRW8","shrub_1hr_ARTRW8","shrub_10hr_ARTRW8","shrub_bio_ttl_CHVI8","shrub_1hr_CHVI8","shrub_10hr_CHVI8","shrub_bio_ttl_EPVI","shrub_1hr_EPVI","shrub_10hr_EPVI","shrub_bio_ttl_ERNA10","shrub_1hr_ERNA10","shrub_10hr_ERNA10","shrub_bio_ttl_ERSP7","shrub_1hr_ERSP7","shrub_10hr_ERSP7","shrub_bio_ttl_PUTR2","shrub_1hr_PUTR2","shrub_10hr_PUTR2","shrub_bio_ttl_RHAR4","shrub_1hr_RHAR4","shrub_10hr_RHAR4","shrub_bio_ttl_RIVE","shrub_1hr_RIVE","shrub_10hr_RIVE","shrub_bio_ttl_TECA2","shrub_1hr_TECA2","shrub_10hr_TECA2","dwd_fuel_10h","dwd_fuel_100h","dwd_fuel_1000h_s","dwd_fuel_1000h_r","herb_fuel_live_wd","herb_fuel_dead_wd","ispace_litter_load_wd","herb_fuel_stand_wd","shrub_bulk_dns","shrub_bd_AMAL2","shrub_bd_ARAR8","shrub_bd_ARNO4","shrub_bd_ARTRW8","shrub_bd_CHVI8","shrub_bd_EPVI","shrub_bd_ERNA10","shrub_bd_ERSP7","shrub_bd_PUTR2","shrub_bd_RHAR4","shrub_bd_RIVE","shrub_bd_TECA2","avg_grass_height","avg_grass_ht","tree_dns_ttl_JUOS","tree_dns_lt5_JUOS","tree_dns_5_50_JUOS","tree_dns_gt50_JUOS","tree_dns_ttl_PIMO","tree_dns_lt5_PIMO","tree_dns_5_50_PIMO","tree_dns_gt50_PIMO","tree_dns_ttl_CELE3","tree_dns_lt5_CELE3","tree_dns_5_50_CELE3","tree_dns_gt50_CELE3","tree_dns_ttl_PIED","tree_dns_lt5_PIED","tree_dns_5_50_PIED","tree_dns_gt50_PIED","tree_dns_ttl_PIPO","tree_dns_lt5_PIPO","tree_dns_5_50_PIPO","tree_dns_gt50_PIPO","shrub_dns_ARAR8","shrub_dns_ARNO4","shrub_dns_ARTRW8","shrub_dns_CHVI8","shrub_dns_EPVI","shrub_dns_ERNA10","shrub_dns_ERSP7","shrub_dns_PUST","shrub_dns_PUTR2","shrub_dns_TECA2","shrub_ht_avg_AMAL2","shrub_ht_avg_ARAR8","shrub_ht_avg_ARNO4","shrub_ht_avg_ARTRW8","shrub_ht_avg_CHVI8","shrub_ht_avg_EPVI","shrub_ht_avg_ERNA10","shrub_ht_avg_ERSP7","shrub_ht_avg_PUTR2","shrub_ht_avg_RHAR4","shrub_ht_avg_RIVE","shrub_ht_avg_TECA2","grass_ht_avg","forb_ht_avg","can_cover_ACHY","can_cover_ACTH7","can_cover_ALDE","can_cover_ALYSS","can_cover_ANDI2","can_cover_ARAR8","can_cover_ARHO2","can_cover_ARMU","can_cover_ARNO4","can_cover_ARTRW8","can_cover_ASCA9","can_cover_ASER4","can_cover_ASEU4","can_cover_ASLE8","can_cover_ASNE6","can_cover_ASTRA","can_cover_ATCO","can_cover_BRTE","can_cover_CAAN7","can_cover_CACR11","can_cover_CADO2","can_cover_CELE3","can_cover_CETE5","can_cover_CHAL7","can_cover_CHDO","can_cover_CHFR3","can_cover_CHVI8","can_cover_COKI","can_cover_COPA3","can_cover_CORA5","can_cover_COUM","can_cover_CRAB2","can_cover_CRAC2","can_cover_CRGR3","can_cover_CRHU2","can_cover_CROC","can_cover_CRWA2","can_cover_CRYPT","can_cover_CT","can_cover_CW","can_cover_D","can_cover_DENU2","can_cover_DEPI","can_cover_DESO2","can_cover_DF","can_cover_DG","can_cover_DS","can_cover_DT","can_cover_ELEL5","can_cover_ELLAL","can_cover_EPBR3","can_cover_EPVI","can_cover_ERAP","can_cover_ERCA8","can_cover_ERCI6","can_cover_ERDEN","can_cover_ERDI4","can_cover_EREL4","can_cover_ERIGE2","can_cover_ERIOG","can_cover_ERMI4","can_cover_ERNA10","can_cover_EROV","can_cover_ERSP3","can_cover_ERSP7","can_cover_GARA","can_cover_GIIN2","can_cover_GIST","can_cover_HECO26","can_cover_HOUM","can_cover_IPCO5","can_cover_JUOC","can_cover_JUOS","can_cover_KOMA","can_cover_L","can_cover_LAOC3","can_cover_LASE","can_cover_LATE6","can_cover_LC","can_cover_LECI4","can_cover_LECO7","can_cover_LESE17","can_cover_LILE3","can_cover_LIPU11","can_cover_LIRU4","can_cover_LUARA6","can_cover_LUCA","can_cover_M","can_cover_MACA2","can_cover_MEAL6","can_cover_MIGR","can_cover_NABR","can_cover_OPPO","can_cover_ORCO5","can_cover_PAMU11","can_cover_PASM","can_cover_PEHU","can_cover_PEJA2","can_cover_PENST","can_cover_PEPU7","can_cover_PHDI3","can_cover_PHHO","can_cover_PHLO2","can_cover_PIMO","can_cover_PLSP7","can_cover_POFE","can_cover_POSE","can_cover_PSSA2","can_cover_PSSP6","can_cover_PUTR2","can_cover_R","can_cover_RICE","can_cover_RIVE","can_cover_S","can_cover_SADO4","can_cover_SIAL2","can_cover_SPGR2","can_cover_SPMU2","can_cover_TECA2","can_cover_THIN6","can_cover_TRDU","can_cover_TRGY","can_cover_UKDT2","can_cover_UKDT3","can_cover_UKHT3","can_cover_UKHT5","can_cover_W","tree_cover_ttl","tree_cvr_CELE3","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","fol_cover_pt_tree","fol_cover_pt_shrub","fol_cover_pt_pgrass","fol_cover_pt_pforb","fol_cover_pt_agrass","fol_cover_pt_aforb","fol_cover_pt_forb","litter_cover","bare_gnd_cover","live_tree_ltr_duff_ld","dead_tree_ltr_duff_ld","tree_ltr_duff_ld","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase"
"PJ-MC-BC012","16","001",0,0,0,0,0,0,0,0,0,96,28,28,682,535,0,0,0,0,0,0,0,0,0,0,334,117,109,0,0,0,0,0,0,0,0,0,1774,5293,645,400,379,195,165,NA,0.2018,0,0,0,0.0051,0.1636,0,0,0,0.0331,0,0,0,15.375,15.375,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,4040,0,0,0,0,224,0,0,0,0,83,34.7,0,0,0,51.8,0,0,0,27,5,2,17.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,18.3,1.7,6.7,2.3,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1.3,0,73.7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0.3,0,0,5.7,0,21.7,2.3,6,0,0,87.3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,15.7,48,5.7,42.7,1.3,0,74,93.3,NA,0,0,"PJ","MC","B","CP","012","FI","2"
"PJ-MC-BC013","16","001",0,0,0,0,0,0,0,0,0,0,0,0,1240,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,772,0,0,451,157,475,NA,0.2679,0,0,0,0,0.2679,0,0,0,0,0,0,0,25.625,25.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4209,0,0,0,0,0,0,0,0,0,0,35.9,0,0,0,0,0,0,0,46.6,7.4,1.7,14.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,22.7,0.3,11.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,8.7,0,0,0,0,0,69.3,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1.7,0,4,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,13.3,31.3,7.3,52,1,0,70.3,97,NA,NA,0,"PJ","MC","B","CP","013","FI","2"
"PJ-MC-BC017","16","001",0,0,0,0,0,0,0,0,0,910,319,354,858,685,0,0,0,0,0,0,0,0,0,0,653,224,227,0,0,0,0,0,0,0,0,0,665,882,1960,0,360,144,192,NA,0.3152,0,0,0,0.1245,0.1448,0,0,0,0.0459,0,0,0,15.8125,15.8125,121,0,0,121,76,0,56,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,4153,0,0,0,0,505,0,0,0,0,39.8,47.3,0,0,0,73.6,0,0,0,23.1,8.5,0.7,14.3,0,0,0,0,0,0,0,5,0,0.3,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.7,0,2,0,0,0,0,0,5,0,0,0,0,16,1.3,7,1,0,0,0,0,0,0,0,0,0,1.3,0.7,0,0,0,0.3,0,0,0.7,0,5,0,0,0,3,0,55,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,1,0,0,0,6.3,0,16.7,4,9.7,0,0,82.7,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.2,0,1.1,0,0.1,1,22.3,42,18,29.3,1.3,0,59.7,92.3,NA,38,38,"PJ","MC","B","CP","017","FI","2"
"PJ-MC-BC020","16","001",0,0,0,0,0,0,0,0,0,0,0,0,214,171,0,0,0,0,0,0,0,0,0,0,232,79,83,0,0,0,0,0,0,0,0,0,1026,1434,2658,0,600,117,323,NA,0.0733,0,0,0,0,0.0609,0,0,0,0.0124,0,0,0,25.3125,25.3125,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2806,56,0,0,0,112,0,0,0,0,0,28.6,70,0,0,97,0,0,0,40.4,13.7,4,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,67,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.7,0,0,0,0,0,4.7,0,0.3,0,0.3,20,0.3,11.3,0,0,0,1.3,1.3,0,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0,12,0,0,0,5.3,0,57,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,7,0.7,18.7,0,0,73.3,0,0,0,0,0,0,0,0,0,0,0,0,3.3,4.9,0,4.9,0,0,5,6.7,32.7,8.7,67,0.7,0,59.3,92,NA,NA,NA,"PJ","MC","B","CP","020","FI","3"
"PJ-MC-BC021","16","001",0,0,0,0,0,0,0,0,0,76,27,30,307,242,0,0,0,0,0,0,0,0,0,0,68,24,22,0,0,0,0,0,0,0,0,0,665,1434,266,0,523,29,824,NA,0.0897,0,0,0,0.0098,0.0755,0,0,0,0.0044,0,0,0,27.75,27.75,91,0,0,91,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1852,0,0,0,0,224,0,0,0,0,43,32.5,0,0,0,79,0,0,0,40.4,17.3,3.3,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,53.3,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,1,0,0,6.7,0.3,6.7,1,0,0,0.3,0,0,0,0,0,0,0,1.3,0,0,0.3,0,0,0,2.3,0,9.3,0,0,0,8.7,0,59,0,0,0,0,0,0,0,0,0.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.7,0,0,0.7,0,0.7,0,5.7,2.7,16,0,0,75.7,0,0.3,0.3,0,0,0,0,0,0,0,0,0,3.3,7.6,0,7.3,0,0.3,6.7,8,21.7,4.7,53.3,3.7,0,64.3,91.7,NA,553,553,"PJ","MC","B","CP","021","FI","2"
"PJ-MC-BC022","16","001",0,0,0,0,0,0,0,0,0,0,0,0,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,882,1309,0,384,48,488,NA,0.0101,0,0,0,0,0.0101,0,0,0,0,0,0,0,16.75,16.75,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,1403,168,0,0,0,56,0,0,0,0,0,31.7,0,77,0,0,0,0,0,31.3,9,1.7,11,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,52.7,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0.3,0,0,0,0.3,23.3,0.3,6,5,0,0,1,0,0,0,0,0,0,0,1,0,0.7,0,0,0,0,0,0,3.7,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,5.3,0,0,0,0,9.7,0,18.7,2.3,17,0,0,77.3,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.3,0,0.3,0,0,0,7.7,47.3,8,52.7,0.3,0,67.3,94.3,NA,0,0,"PJ","MC","B","CP","022","FI","2"
"PJ-MC-BC025","16","001",0,0,0,0,0,0,0,0,0,591,199,219,0,0,0,0,0,0,0,0,0,0,0,0,477,163,170,0,0,0,0,0,0,0,0,0,499,2095,5615,0,891,11,368,NA,0.1113,0,0,0,0.0882,0,0,0,0,0.0231,0,0,0,20.625,20.625,61,0,0,61,96,0,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,56,112,0,0,0,168,0,0,0,0,35,21,53.2,0,0,107.5,0,0,0,34,15.8,5,7.7,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,38.7,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.3,11,0,4.7,7.3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.3,0,0,2.3,0,1.3,0,0,0,5,0,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,3.7,4,34,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,6,7.3,0,5.9,0,1.4,4.3,8.3,24.7,5,38.7,2.7,0,47.3,93,NA,NA,NA,"PJ","MC","B","CP","025","FI","3"
"PJ-MC-BC026","16","001",0,0,0,0,0,0,0,0,0,1078,317,355,145,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,1875,0,0,861,411,120,NA,0.1592,0,0,0,0.1057,0.0535,0,0,0,0,0,0,0,19.9375,19.9375,147,0,56,91,218,0,167,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,2020,168,0,0,0,56,0,0,0,0,46.8,22.5,66,0,0,0,0,0,0,26.3,13.6,3.7,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.3,0,0.3,11,0,10.3,1.7,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,3.7,0,7,0,0,0,11,0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.7,0,6,0.7,27.3,0,0,52.7,0,0,0,0,0,0,0,0,0,0,0,0,3.3,9,0,8.4,0,0.6,10.3,4,26,7,15.3,4,0,39.3,80,NA,NA,NA,"PJ","MC","B","CP","026","FI","3"
"PJ-MC-BC030","16","001",0,0,0,0,0,0,0,0,0,460,160,148,20,19,0,0,0,0,0,0,0,0,0,0,25,9,6,0,0,0,0,0,0,0,0,0,1608,4191,11143,316,555,80,589,NA,0.0879,0,0,0,0.0761,0.009,0,0,0,0.0028,0,0,0,12.625,12.625,212,0,111,101,192,0,111,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,786,56,0,0,0,393,0,0,0,0,30.8,21.1,94,0,0,43,0,0,0,22.2,11.4,1.7,12.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.7,0,0,9.7,0.7,8.7,3,0,0,1,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,3.3,0,3.3,0,0,0,12.7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0.7,0,2,2,14.3,0,0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,5.7,15.1,0,9.9,0,5.2,14,4.7,22.7,5.3,25,4,0,57,83.7,NA,NA,NA,"PJ","MC","B","CP","030","FI","3"
"PJ-MC-BC031","16","001",0,0,0,0,0,0,0,0,0,340,120,161,41,33,0,0,0,0,0,0,0,0,0,0,334,115,114,0,0,0,0,0,0,0,0,0,2301,1103,3809,0,347,96,608,NA,0.0907,0,0,0,0.0574,0.012,0,0,0,0.0213,0,0,0,28.4375,28.4375,162,0,0,162,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3984,1403,0,0,0,0,393,0,0,0,0,34.9,27.6,0,0,0,80.7,0,0,0,49.5,9.8,4.3,30.7,0,0,0,0,0,0,0,3.3,0,0.3,0,0,0,0,0,37,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,18.7,1.3,7,10.3,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,2.3,0,0,0.7,0,0.7,0,0,0,0,0,48.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,2,0,0,1.3,0,3.7,4,6.3,0,0,89.3,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1.7,0,1.4,0,0.3,0.7,6.3,48,4,37,3,0,51,95.7,NA,70,70,"PJ","MC","B","CP","031","FI","2"
"PJ-MC-BC031","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,1339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1875,15.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4,1.7,0,0,0,0,0,0,0,5.3,0,0,0,0,0.3,0,0,0,33.3,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.7,0,0,0,0,0,0,2.7,0,0,0,0,51.7,1,0.3,7.3,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,16.7,4.3,3.3,0,0,86.7,0,0,0,0,0,0,0,0,0,0,0,0,2.3,NA,NA,NA,NA,NA,0.3,10.3,26,3,33.3,0.7,0,27,90,NA,NA,NA,"PJ","MC","B","CP","031","FI","2"
"PJ-MC-BC032","16","001",0,0,0,0,0,0,0,0,0,1240,419,481,19,15,0,0,0,0,0,0,0,0,0,0,562,193,196,0,0,0,0,0,0,0,0,0,832,1985,0,0,307,115,800,NA,0.2082,0,0,0,0.1673,0.0065,0,0,0,0.0344,0,0,0,13,13,91,0,0,91,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301,1571,0,0,0,0,393,0,0,0,0,39.4,23.1,0,0,0,84.5,0,0,0,25.3,7.8,3.3,11.3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,20.3,1.7,4.3,3.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0.7,0.7,0,0,0,0,0,2.3,0,66.3,0.3,0,0,0.3,0,0,0,0,0.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,3,5.3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8,0,1.7,0,0.1,2.3,7.7,31.7,2.7,39,2,0,69,91.3,NA,562,562,"PJ","MC","B","CP","032","FI","2"
"PJ-MC-BC034","16","001",0,0,0,0,0,0,0,0,0,227,86,103,200,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,1654,7220,0,421,40,189,NA,0.125,0,0,0,0.0586,0.0664,0,0,0,0,0,0,0,13.625,13.625,66,0,56,10,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086,2189,112,56,0,0,0,0,0,0,0,23.4,25.8,0,69,0,0,0,0,0,24.8,4,2.7,16.3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,56.3,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,20.7,0.7,11.3,6.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,0,13.7,0.7,8,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.3,0,0,0,0.3,0,6.7,39.3,1.3,56.3,0.7,0,78.3,94,NA,0,0,"PJ","MC","B","CP","034","FI","2"
"PJ-MC-BC036","16","001",0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885,3088,12308,0,843,155,1616,NA,0.0053,0,0,0,0,0.0053,0,0,0,0,0,0,0,25.125,25.125,30,0,0,30,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,112,0,0,0,0,0,0,0,0,0,33,24.5,0,0,0,0,0,0,0,46,5.7,6.7,13.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0,44,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,3.3,0,0,0,0,23,0.3,8.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,58.7,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.3,0,0.7,0,2.3,0,20.7,0,3.3,0,0,87.3,0,0.3,0,0,0,0,0,0,0,0,0,0,3.7,0.9,0,0.9,0,0,0,1.7,45.3,13.3,44,1,0,61.7,90.7,NA,43,43,"PJ","MC","B","CP","036","FI","2"
"PJ-MC-BC038","16","001",0,0,0,0,0,0,0,0,0,1032,357,442,0,0,0,0,0,0,0,0,0,0,0,0,400,141,128,0,0,0,0,0,0,0,0,0,2495,4191,6177,0,493,91,248,NA,0.1701,0,0,0,0.1394,0,0,0,0,0.0307,0,0,0,20.1875,20.1875,147,0,56,91,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6846,56,0,0,0,0,393,0,0,0,0,41.5,0,0,0,0,66.7,0,0,0,37.3,6.3,2.3,9.7,0,0,0,0,0,0,0,7.3,0,0.3,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2.7,0,0.3,0,0,16,1.7,8,4,0,0,0,0,0,0,0,0,0,0,0.3,0,1.3,0,0,0,0,1,0,0.7,0,0,0,7.3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,4.7,0,0,0,0,1.3,0,18,4,3,0,0,89.7,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6.8,0,6.7,0,0.1,2.7,11,34.7,5.7,33,1.7,0,61,92.7,NA,1254,1254,"PJ","MC","B","CP","038","FI","2"
"PJ-MC-CC004","16","001",0,0,0,0,0,0,0,0,0,509,182,177,0,0,0,0,0,0,0,0,0,0,0,0,273,95,92,0,0,0,0,0,0,0,0,0,527,1103,0,0,21,32,0,NA,0.0998,0,0,0,0.0784,0,0,0,0,0.0214,0,0,0,7.6875,7.6875,454,0,111,343,1545,889,111,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,168,0,0,0,0,34.5,0,0,0,0,66,0,0,0,15.5,10,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,0,0,0,0,2.3,1.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,33.3,0,70.3,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,30.7,0,0,2.3,0,0.3,2,2,0,0,65.7,0,0,0,0,0,0,0,0,0,0,0,0,6.7,65.3,0,29.4,0,35.9,49,4.3,3.3,0.3,0,0.3,0,71.7,67.7,66907,NA,66907,"PJ","MC","C","CP","004","CO","3"
"PJ-MC-CC006","16","001",0,0,0,0,0,0,0,0,0,413,152,151,0,0,0,0,0,0,0,0,0,0,0,0,302,108,92,0,0,0,0,0,0,0,0,0,3410,1985,0,0,5,0,0,NA,0.0905,0,0,0,0.0655,0,0,0,0,0.025,0,0,0,3.125,3.125,454,0,111,343,2485,1778,222,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,281,0,0,0,0,505,0,0,0,0,34.8,0,0,0,0,61.6,0,0,0,12.3,4.3,0,1.7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0.3,2.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,20.3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1.3,0,0.7,3,6.3,0,0,59.7,0,0,0,0,0,0,0,0,0,0,0,0,2.7,56.5,0,22.3,0,34.2,39.3,4.3,4.3,0,0,0.3,0,64.7,66,32487,NA,32487,"PJ","MC","C","CP","006","CO","3"
"PJ-MC-CC008","16","001",0,0,0,0,0,0,0,0,0,1327,429,474,60,52,0,0,0,0,0,0,0,0,0,0,416,147,131,0,0,0,0,0,0,0,0,0,457,331,0,0,21,40,0,NA,0.2072,0,0,0,0.1464,0.0226,0,0,0,0.0382,0,0,0,7,7,723,0,56,667,656,0,111,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,561,224,0,0,0,449,0,0,0,0,45.5,24.8,49.5,0,0,55.6,0,0,0,19.2,5.3,0.3,0.3,0,0.3,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0.3,0.7,1.7,0,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,0,41.3,0,41.7,0,0,0,0,0,0,0,0,1.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,10,0,0,0.3,0,0,5.7,7.7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1.3,79.4,0,44.2,0,35.2,38.7,12,3,2,0,0.7,0,57.3,67.7,73465,NA,73465,"PJ","MC","C","CP","008","CO","2"
