"subplot_id","year","speriod","tree_ltr_ld","tree_duff_ld","tree_ltr_depth","tree_duff_depth","tree_ltr_bulkd","tree_duff_bulkd","tree_cover_ttl","tree_cvr_CELE3","tree_cvr_JUOC","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","tree_cvr_PIPO","live_tree_ltr_duff_ld","dead_tree_ltr_duff_ld","tree_ltr_duff_ld","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase"
"PJ-SV-CC002","06","001",19130,15596,6.6,2.4,29,65,53.9,0,0,15.7,0,38.2,0,NA,NA,NA,"PJ","SV","C","CP","002","CO","3"
"PJ-SV-CC002","08","001",19967,11956,5.1,1.5,39.2,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","002","CO","3"
"PJ-SV-CC002","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","002","CO","3"
"PJ-SV-CC002","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","002","CO","3"
"PJ-SV-CC002","17","001",NA,NA,NA,NA,NA,NA,41.4,0,0,14.9,0,26.5,0,48928,30822,79750,"PJ","SV","C","CP","002","CO","3"
"PJ-SV-CC004","06","001",15632,3354,4.1,0.6,38.1,55.9,55.3,0,0,25.8,0,29.5,0,NA,NA,NA,"PJ","SV","C","CP","004","CO","3"
"PJ-SV-CC004","17","001",NA,NA,NA,NA,NA,NA,45.1,0,0,21.6,0,23.5,0,28758,NA,28758,"PJ","SV","C","CP","004","CO","3"
"PJ-SV-CC005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"PJ-SV-CC008","06","001",194,NA,1.3,0,1.5,NA,2.2,0,0,1.8,0,0.4,0,NA,NA,NA,"PJ","SV","C","CP","008","CO","1"
"PJ-SV-CC008","08","001",649,NA,4,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","008","CO","1"
"PJ-SV-CC008","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","008","CO","1"
"PJ-SV-CC008","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","008","CO","1"
"PJ-SV-CC008","17","001",NA,NA,NA,NA,NA,NA,2.4,0,0,1.8,0,0.6,0,1012,NA,1012,"PJ","SV","C","CP","008","CO","1"
"PJ-SV-CC010","06","001",10180,1829,5.2,0.6,19.6,30.5,36.5,4.1,0,9.2,0,23.2,0,NA,NA,NA,"PJ","SV","C","CP","010","CO","3"
"PJ-SV-CC010","08","001",11898,NA,4.8,0,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","010","CO","3"
"PJ-SV-CC010","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","010","CO","3"
"PJ-SV-CC010","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","010","CO","3"
"PJ-SV-CC010","17","001",NA,NA,NA,NA,NA,NA,26.9,0.8,0,7.9,0,18.2,0,21278,NA,21278,"PJ","SV","C","CP","010","CO","3"
"PJ-SV-CC012","06","001",13897,13000,6.2,1.9,22.4,68.4,37,0,0,18.5,0,18.5,0,NA,NA,NA,"PJ","SV","C","CP","012","CO","3"
"PJ-SV-CC012","08","001",17947,1197,4.9,0.5,36.6,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","012","CO","3"
"PJ-SV-CC012","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","012","CO","3"
"PJ-SV-CC012","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","012","CO","3"
"PJ-SV-CC012","17","001",NA,NA,NA,NA,NA,NA,39.4,0,0,17.5,0,21.9,0,22668,NA,22668,"PJ","SV","C","CP","012","CO","3"
"PJ-SV-CC014","06","001",400,NA,2.2,0,1.8,NA,3.6,0,0,1.8,0,1.8,0,NA,NA,NA,"PJ","SV","C","CP","014","CO","1"
"PJ-SV-CC014","08","001",598,NA,2.6,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","014","CO","1"
"PJ-SV-CC014","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","014","CO","1"
"PJ-SV-CC014","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","014","CO","1"
"PJ-SV-CC014","17","001",NA,NA,NA,NA,NA,NA,4.8,0,0,2.4,0,2.4,0,1950,NA,1950,"PJ","SV","C","CP","014","CO","1"
"PJ-SV-CC015","06","001",17034,33955,6.6,2.5,25.8,135.8,53.9,2.3,0,18.1,0,33.5,0,NA,NA,NA,"PJ","SV","C","CP","015","CO","3"
"PJ-SV-CC015","08","001",20631,17388,4.1,1.4,50.3,124.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","015","CO","3"
"PJ-SV-CC015","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","015","CO","3"
"PJ-SV-CC015","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","015","CO","3"
"PJ-SV-CC015","17","001",NA,NA,NA,NA,NA,NA,53,2.2,0,13.8,0,37,0,36925,NA,36925,"PJ","SV","C","CP","015","CO","3"
"PJ-SV-CC019","06","001",12873,5069,4.6,1.2,28,42.2,44.5,0,0,17,0,27.5,0,NA,NA,NA,"PJ","SV","C","CP","019","CO","3"
"PJ-SV-CC019","08","001",17191,764,4.2,0.2,40.9,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","019","CO","3"
"PJ-SV-CC019","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","019","CO","3"
"PJ-SV-CC019","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","019","CO","3"
"PJ-SV-CC019","17","001",NA,NA,NA,NA,NA,NA,46,0,0,18.3,0,27.7,0,23827,NA,23827,"PJ","SV","C","CP","019","CO","3"
"PJ-SV-CC021","06","001",14644,1602,3.9,0.3,37.5,53.4,49.4,1.3,0,19.6,0,28.5,0,NA,NA,NA,"PJ","SV","C","CP","021","CO","3"
"PJ-SV-CC021","08","001",12588,704,3.1,0.2,40.6,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","021","CO","3"
"PJ-SV-CC021","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","021","CO","3"
"PJ-SV-CC021","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","021","CO","3"
"PJ-SV-CC021","17","001",NA,NA,NA,NA,NA,NA,45,0.9,0,20.8,0,23.3,0,37075,NA,37075,"PJ","SV","C","CP","021","CO","3"
"PJ-SV-CC024","06","001",4618,1982,4.4,1.2,10.5,16.5,14.6,0,0,4.5,0,10.1,0,NA,NA,NA,"PJ","SV","C","CP","024","CO","2"
"PJ-SV-CC024","08","001",5120,493,4.5,0.2,11.4,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","024","CO","2"
"PJ-SV-CC024","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","024","CO","2"
"PJ-SV-CC024","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","024","CO","2"
"PJ-SV-CC024","17","001",NA,NA,NA,NA,NA,NA,18.3,0,0,4,0,14.3,0,6934,0,6934,"PJ","SV","C","CP","024","CO","2"
"PJ-SV-CC025","06","001",2285,2468,4.3,1.3,5.3,19,7.8,0,0,3.8,0,4,0,NA,NA,NA,"PJ","SV","C","CP","025","CO","1"
"PJ-SV-CC025","08","001",3877,610,6,0.5,6.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","025","CO","1"
"PJ-SV-CC025","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","025","CO","1"
"PJ-SV-CC025","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","025","CO","1"
"PJ-SV-CC025","17","001",NA,NA,NA,NA,NA,NA,11.5,0,0,5.2,0,6.3,0,7345,NA,7345,"PJ","SV","C","CP","025","CO","1"
"PJ-SV-CC027","06","001",16218,10488,5.9,1.1,27.5,95.3,47.8,0,0,17.6,0,30.2,0,NA,NA,NA,"PJ","SV","C","CP","027","CO","2"
"PJ-SV-CC027","08","001",13643,4694,3.2,0.7,42.6,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","027","CO","2"
"PJ-SV-CC027","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","027","CO","2"
"PJ-SV-CC027","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","027","CO","2"
"PJ-SV-CC027","17","001",NA,NA,NA,NA,NA,NA,39.7,0,0,9.6,0,30.1,0,18299,NA,18299,"PJ","SV","C","CP","027","CO","2"
"PJ-SV-CC030","06","001",4637,3196,4.3,1.3,10.8,24.6,19.4,0,0,12.5,0,6.9,0,NA,NA,NA,"PJ","SV","C","CP","030","CO","2"
"PJ-SV-CC030","08","001",7153,942,3.8,0.3,18.8,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","030","CO","2"
"PJ-SV-CC030","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","030","CO","2"
"PJ-SV-CC030","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","030","CO","2"
"PJ-SV-CC030","17","001",NA,NA,NA,NA,NA,NA,22.4,0,0,13,0,9.4,0,9702,14284,23986,"PJ","SV","C","CP","030","CO","2"
"PJ-SV-CC031","06","001",6069,7545,5.3,3.2,11.5,23.6,11,0,0,10.5,0,0.5,0,NA,NA,NA,"PJ","SV","C","CP","031","CO","2"
"PJ-SV-CC031","08","001",9476,1332,5.9,1.1,16.1,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","031","CO","2"
"PJ-SV-CC031","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","031","CO","2"
"PJ-SV-CC031","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","031","CO","2"
"PJ-SV-CC031","17","001",NA,NA,NA,NA,NA,NA,11,0,0,10.2,0,0.8,0,6448,NA,6448,"PJ","SV","C","CP","031","CO","2"
"PJ-SV-CC034","06","001",26590,35522,6.9,3.5,38.5,101.5,33.4,0,0,29.7,0,3.7,0,NA,NA,NA,"PJ","SV","C","CP","034","CO","2"
"PJ-SV-CC034","08","001",13071,1216,4.1,0.6,31.9,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","034","CO","2"
"PJ-SV-CC034","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","034","CO","2"
"PJ-SV-CC034","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","034","CO","2"
"PJ-SV-CC034","17","001",NA,NA,NA,NA,NA,NA,38.9,0,0,31.5,0,7.4,0,22333,NA,22333,"PJ","SV","C","CP","034","CO","2"
"PJ-SV-CC039","06","001",4718,734,4.8,0.4,9.8,18.4,13.1,0,0,6.3,0,6.8,0,NA,NA,NA,"PJ","SV","C","CP","039","CO","2"
"PJ-SV-CC039","08","001",4496,NA,3.9,0,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","039","CO","2"
"PJ-SV-CC039","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","039","CO","2"
"PJ-SV-CC039","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","C","CP","039","CO","2"
"PJ-SV-CC039","17","001",NA,NA,NA,NA,NA,NA,16,0,0,6.1,0,9.9,0,6157,NA,6157,"PJ","SV","C","CP","039","CO","2"
"PJ-SV-MC001","06","001",20796,3590,5.1,0.7,40.8,51.3,36.3,0,0,6.8,0,29.5,0,NA,NA,NA,"PJ","SV","M","CP","001","ME","3"
"PJ-SV-MC001","08","001",9535,NA,3.8,0,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","001","ME","3"
"PJ-SV-MC001","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","001","ME","3"
"PJ-SV-MC001","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","001","ME","3"
"PJ-SV-MC001","17","001",NA,NA,NA,NA,NA,NA,1.9,0,0,1.3,0,0.6,0,236,1057,1293,"PJ","SV","M","CP","001","ME","3"
"PJ-SV-MC004","06","001",22629,6293,5.7,1.1,39.7,57.2,39.7,0,0,7.9,0,31.8,0,NA,NA,NA,"PJ","SV","M","CP","004","ME","3"
"PJ-SV-MC004","08","001",12264,NA,4.3,0,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","004","ME","3"
"PJ-SV-MC004","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","004","ME","3"
"PJ-SV-MC004","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","004","ME","3"
"PJ-SV-MC004","17","001",NA,NA,NA,NA,NA,NA,3.9,0,0,3.4,0,0.5,0,848,2248,3096,"PJ","SV","M","CP","004","ME","3"
"PJ-SV-MC009","06","001",5733,1811,7.4,1.2,7.7,15.1,20.7,0,0,1.8,0,18.9,0,NA,NA,NA,"PJ","SV","M","CP","009","ME","2"
"PJ-SV-MC009","08","001",5231,NA,4.3,0,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","009","ME","2"
"PJ-SV-MC009","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","009","ME","2"
"PJ-SV-MC009","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","009","ME","2"
"PJ-SV-MC009","17","001",NA,NA,NA,NA,NA,NA,1.3,0.1,0,0.5,0,0.7,0,525,627,1152,"PJ","SV","M","CP","009","ME","2"
"PJ-SV-MC014","06","001",16621,2904,5,0.7,33.2,41.5,30.1,0,0,5.5,0,24.6,0,NA,NA,NA,"PJ","SV","M","CP","014","ME","2"
"PJ-SV-MC014","08","001",6493,NA,2.9,0,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","014","ME","2"
"PJ-SV-MC014","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","014","ME","2"
"PJ-SV-MC014","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","014","ME","2"
"PJ-SV-MC014","17","001",NA,NA,NA,NA,NA,NA,2.6,0,0,2.3,0,0.3,0,NA,917,917,"PJ","SV","M","CP","014","ME","2"
"PJ-SV-MC019","06","001",29297,4200,4.2,0.3,69.8,140,59.3,10.5,0,20.3,0,28.5,0,NA,NA,NA,"PJ","SV","M","CP","019","ME","3"
"PJ-SV-MC019","08","001",26437,6826,5.4,1.2,49,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","019","ME","3"
"PJ-SV-MC019","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","019","ME","3"
"PJ-SV-MC019","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","019","ME","3"
"PJ-SV-MC019","17","001",NA,NA,NA,NA,NA,NA,14.3,8.2,0,3,0,3.1,0,5869,7520,13389,"PJ","SV","M","CP","019","ME","3"
"PJ-SV-MC020","07","001",39879,7083,4.3,0.9,92.7,78.7,70,12.7,0,26.3,0,31,0,NA,NA,NA,"PJ","SV","M","CP","020","ME","3"
"PJ-SV-MC020","08","001",10290,2035,2.1,0.3,49,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","020","ME","3"
"PJ-SV-MC020","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","020","ME","3"
"PJ-SV-MC020","17","001",NA,NA,NA,NA,NA,NA,27.2,16.7,0,8.2,0,2.3,0,16297,16014,32311,"PJ","SV","M","CP","020","ME","3"
"PJ-SV-MC021","06","001",10117,NA,6.1,0,16.6,NA,23.9,0,0,7.7,0,16.2,0,NA,NA,NA,"PJ","SV","M","CP","021","ME","2"
"PJ-SV-MC021","08","001",6964,NA,3.4,0,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","021","ME","2"
"PJ-SV-MC021","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","021","ME","2"
"PJ-SV-MC021","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","021","ME","2"
"PJ-SV-MC021","17","001",NA,NA,NA,NA,NA,NA,1.1,0,0,0.9,0,0.2,0,NA,504,504,"PJ","SV","M","CP","021","ME","2"
"PJ-SV-MC024","06","001",5820,NA,3.3,0,17.6,NA,20.3,0,0,2.7,0,17.6,0,NA,NA,NA,"PJ","SV","M","CP","024","ME","2"
"PJ-SV-MC024","08","001",3648,NA,4.2,0,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","024","ME","2"
"PJ-SV-MC024","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","024","ME","2"
"PJ-SV-MC024","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","024","ME","2"
"PJ-SV-MC024","17","001",NA,NA,NA,NA,NA,NA,1.6,0,0,0.8,0,0.8,0,364,398,762,"PJ","SV","M","CP","024","ME","2"
"PJ-SV-MC025","06","001",11662,769,3.7,0.2,31.5,38.5,27.9,0.2,0,7.4,0,20.3,0,NA,NA,NA,"PJ","SV","M","CP","025","ME","2"
"PJ-SV-MC025","08","001",9595,NA,5.5,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","025","ME","2"
"PJ-SV-MC025","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","025","ME","2"
"PJ-SV-MC025","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","025","ME","2"
"PJ-SV-MC025","17","001",NA,NA,NA,NA,NA,NA,1,0.2,0,0.5,0,0.3,0,NA,306,306,"PJ","SV","M","CP","025","ME","2"
"PJ-SV-MC026","06","001",18334,7290,8.7,2.1,21.1,34.7,34.8,0.5,0,14.3,0,20,0,NA,NA,NA,"PJ","SV","M","CP","026","ME","2"
"PJ-SV-MC026","08","001",17634,2056,6.6,0.8,26.7,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","026","ME","2"
"PJ-SV-MC026","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","026","ME","2"
"PJ-SV-MC026","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","026","ME","2"
"PJ-SV-MC026","17","001",NA,NA,NA,NA,NA,NA,2.9,1.5,0,0.8,0,0.6,0,902,2280,3182,"PJ","SV","M","CP","026","ME","2"
"PJ-SV-MC027","06","001",25338,12088,6.8,1.8,37.3,67.2,72.2,19.3,0,42,0,10.9,0,NA,NA,NA,"PJ","SV","M","CP","027","ME","3"
"PJ-SV-MC027","08","001",23464,3278,3.7,0.4,63.4,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","027","ME","3"
"PJ-SV-MC027","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","027","ME","3"
"PJ-SV-MC027","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","027","ME","3"
"PJ-SV-MC027","17","001",NA,NA,NA,NA,NA,NA,41.2,12.9,0,27.5,0,0.8,0,27194,10871,38065,"PJ","SV","M","CP","027","ME","3"
"PJ-SV-MC030","06","001",3988,NA,5.7,0,7,NA,13.6,5.5,0,0.1,0,8,0,NA,NA,NA,"PJ","SV","M","CP","030","ME","2"
"PJ-SV-MC030","08","001",3722,NA,4.8,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","030","ME","2"
"PJ-SV-MC030","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","030","ME","2"
"PJ-SV-MC030","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","030","ME","2"
"PJ-SV-MC030","17","001",NA,NA,NA,NA,NA,NA,7.3,6.8,0,0.1,0,0.4,0,2233,4352,6585,"PJ","SV","M","CP","030","ME","2"
"PJ-SV-MC031","06","001",5625,432,3.3,0.2,17,21.6,16.4,0,0,1.4,0,15,0,NA,NA,NA,"PJ","SV","M","CP","031","ME","2"
"PJ-SV-MC031","08","001",5340,NA,5.1,0,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","031","ME","2"
"PJ-SV-MC031","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","031","ME","2"
"PJ-SV-MC031","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","031","ME","2"
"PJ-SV-MC031","17","001",NA,NA,NA,NA,NA,NA,1.5,0.1,0,0.5,0,0.9,0,NA,639,639,"PJ","SV","M","CP","031","ME","2"
"PJ-SV-MC035","06","001",1144,133,2.9,0.2,3.9,6.7,5.2,0,0,5.2,0,0,0,NA,NA,NA,"PJ","SV","M","CP","035","ME","1"
"PJ-SV-MC035","08","001",1239,NA,3.2,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","035","ME","1"
"PJ-SV-MC035","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","035","ME","1"
"PJ-SV-MC035","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","035","ME","1"
"PJ-SV-MC035","17","001",NA,NA,NA,NA,NA,NA,0.9,0,0,0.9,0,0,0,NA,165,165,"PJ","SV","M","CP","035","ME","1"
"PJ-SV-MC038","06","001",4661,NA,7.4,0,6.3,NA,9.4,0,0,2.1,0,7.3,0,NA,NA,NA,"PJ","SV","M","CP","038","ME","1"
"PJ-SV-MC038","08","001",3483,NA,5.8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","038","ME","1"
"PJ-SV-MC038","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","038","ME","1"
"PJ-SV-MC038","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","038","ME","1"
"PJ-SV-MC038","17","001",NA,NA,NA,NA,NA,NA,0.4,0,0,0.4,0,0,0,NA,184,184,"PJ","SV","M","CP","038","ME","1"
"PJ-SV-MC039","06","001",4677,556,7.6,0.6,6.2,9.3,13.2,0,0,5.2,0,8,0,NA,NA,NA,"PJ","SV","M","CP","039","ME","1"
"PJ-SV-MC039","08","001",5467,357,6,0.2,9.1,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","039","ME","1"
"PJ-SV-MC039","09","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","039","ME","1"
"PJ-SV-MC039","10","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PJ","SV","M","CP","039","ME","1"
"PJ-SV-MC039","17","001",NA,NA,NA,NA,NA,NA,0.9,0,0,0.4,0,0.5,0,NA,375,375,"PJ","SV","M","CP","039","ME","1"
"WJ-BC-BC005","06","001",679,2497,1.4,1.7,4.8,14.7,18.2,0,18.2,0,0,0,0,NA,NA,NA,"WJ","BC","B","CP","005","FI","2"
"WJ-BC-BC005","10","001",NA,NA,NA,NA,NA,NA,18.7,0,18.7,0,0,0,0,NA,NA,NA,"WJ","BC","B","CP","005","FI","2"
"WJ-BC-BC007","06","001",348,2158,1.8,3,1.9,7.2,6.8,0,6.8,0,0,0,0,NA,NA,NA,"WJ","BC","B","CP","007","FI","1"
"WJ-BC-BC007","07","001",NA,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WJ","BC","B","CP","007","FI","1"
