"subplot_id","year","speriod","shrub_bio_ttl","shrub_1hr","shrub_10hr","shrub_bio_ttl_ARAR8","shrub_1hr_ARAR8","shrub_10hr_ARAR8","shrub_bio_ttl_ARNO4","shrub_1hr_ARNO4","shrub_10hr_ARNO4","shrub_bio_ttl_ARTRW8","shrub_1hr_ARTRW8","shrub_10hr_ARTRW8","shrub_bio_ttl_ATCO","shrub_1hr_ATCO","shrub_10hr_ATCO","shrub_bio_ttl_CHVI8","shrub_1hr_CHVI8","shrub_10hr_CHVI8","shrub_bio_ttl_EPNE","shrub_1hr_EPNE","shrub_10hr_EPNE","shrub_bio_ttl_EPVI","shrub_1hr_EPVI","shrub_10hr_EPVI","shrub_bio_ttl_ERCI6","shrub_1hr_ERCI6","shrub_10hr_ERCI6","shrub_bio_ttl_ERNA10","shrub_1hr_ERNA10","shrub_10hr_ERNA10","shrub_bio_ttl_ERSP7","shrub_1hr_ERSP7","shrub_10hr_ERSP7","shrub_bio_ttl_GRSP","shrub_1hr_GRSP","shrub_10hr_GRSP","shrub_bio_ttl_GUSA2","shrub_1hr_GUSA2","shrub_10hr_GUSA2","shrub_bio_ttl_PUST","shrub_1hr_PUST","shrub_10hr_PUST","shrub_bio_ttl_PUTR2","shrub_1hr_PUTR2","shrub_10hr_PUTR2","shrub_bio_ttl_TEGL","shrub_1hr_TEGL","shrub_10hr_TEGL","dwd_fuel_10h","dwd_fuel_100h","dwd_fuel_1000h_s","dwd_fuel_1000h_r","herb_fuel_live_wd","herb_fuel_dead_wd","ispace_litter_load_wd","herb_fuel_stand_wd","shrub_bulk_dns","shrub_bd_ARAR8","shrub_bd_ARNO4","shrub_bd_ARTRW8","shrub_bd_ATCO","shrub_bd_CHVI8","shrub_bd_EPNE","shrub_bd_EPVI","shrub_bd_ERCI6","shrub_bd_ERNA10","shrub_bd_ERSP7","shrub_bd_GRSP","shrub_bd_GUSA2","shrub_bd_PUST","shrub_bd_PUTR2","shrub_bd_TEGL","avg_grass_ht","tree_dns_ttl_JUOS","tree_dns_lt5_JUOS","tree_dns_5_50_JUOS","tree_dns_gt50_JUOS","tree_dns_ttl_PIED","tree_dns_lt5_PIED","tree_dns_5_50_PIED","tree_dns_gt50_PIED","tree_dns_ttl_PIMO","tree_dns_lt5_PIMO","tree_dns_5_50_PIMO","tree_dns_gt50_PIMO","tree_dns_ttl_JUOC","tree_dns_lt5_JUOC","tree_dns_5_50_JUOC","tree_dns_gt50_JUOC","shrub_dns_ARTRW8","shrub_dns_ATCO","shrub_dns_CHVI8","shrub_dns_EPVI","shrub_dns_ERNA10","shrub_dns_ERSP7","shrub_dns_GUSA2","shrub_dns_PUST","shrub_dns_PUTR2","shrub_dns_TECA2","shrub_ht_avg_ARAR8","shrub_ht_avg_ARNO4","shrub_ht_avg_ARTRW8","shrub_ht_avg_ATCO","shrub_ht_avg_CHVI8","shrub_ht_avg_EPNE","shrub_ht_avg_EPVI","shrub_ht_avg_ERNA10","shrub_ht_avg_ERSP7","shrub_ht_avg_GRSP","shrub_ht_avg_GUSA2","shrub_ht_avg_PUST","shrub_ht_avg_PUTR2","shrub_ht_avg_TEGL","grass_ht_avg","forb_ht_avg","can_cover_ACHY","can_cover_ACTH7","can_cover_AGCR","can_cover_ALDE","can_cover_ALSI8","can_cover_ANBR4","can_cover_ARABIS","can_cover_ARHO2","can_cover_ARPU9","can_cover_ARTRW8","can_cover_ASCA9","can_cover_ASEU4","can_cover_ASLE8","can_cover_ASNE6","can_cover_ASTRA","can_cover_ASUT","can_cover_ATCO","can_cover_BOGR2","can_cover_BRTE","can_cover_CAAN7","can_cover_CACR11","can_cover_CADO2","can_cover_CANU3","can_cover_CETE5","can_cover_CHDO","can_cover_CHER2","can_cover_CHFE3","can_cover_CHTE2","can_cover_CHVI8","can_cover_CRAC2","can_cover_CRGR3","can_cover_CRHU2","can_cover_CRYPT","can_cover_CT","can_cover_CW","can_cover_D","can_cover_DEPI","can_cover_DESO2","can_cover_DF","can_cover_DG","can_cover_DS","can_cover_DT","can_cover_EL","can_cover_ELEL5","can_cover_EPBR3","can_cover_EPNE","can_cover_EPVI","can_cover_ERAP","can_cover_ERCA8","can_cover_ERCI6","can_cover_ERCOC3","can_cover_ERDI4","can_cover_ERIGE2","can_cover_ERIOG","can_cover_ERNA10","can_cover_EROV","can_cover_ERSP3","can_cover_ERSP7","can_cover_GARA","can_cover_GARA2","can_cover_GIIN2","can_cover_GUSA2","can_cover_HECO26","can_cover_HYFI","can_cover_IPCO5","can_cover_JUOS","can_cover_KOMA","can_cover_L","can_cover_LABR","can_cover_LAOC3","can_cover_LASE","can_cover_LC","can_cover_LEMO2","can_cover_LILE3","can_cover_LIPU11","can_cover_LIRU4","can_cover_LODI","can_cover_LOFO","can_cover_LUCA","can_cover_M","can_cover_MACA2","can_cover_MEAL6","can_cover_MIGR","can_cover_OECA10","can_cover_OPPO","can_cover_PAMU11","can_cover_PASM","can_cover_PECO7","can_cover_PEJA2","can_cover_PEPU7","can_cover_PHAU3","can_cover_PHHO","can_cover_PHLO2","can_cover_PHNE5","can_cover_PIED","can_cover_PIMO","can_cover_PLJA","can_cover_PLSP7","can_cover_POBU","can_cover_POSE","can_cover_PSSA2","can_cover_PSSP6","can_cover_PUST","can_cover_PUTR2","can_cover_R","can_cover_S","can_cover_SIAL2","can_cover_SPGR2","can_cover_SPMU2","can_cover_STCO6","can_cover_STEX","can_cover_TAOF","can_cover_TEGL","can_cover_TRDU","can_cover_UKDB2","can_cover_UKHB3","can_cover_VETH","can_cover_VUOC","can_cover_W","tree_cover_ttl","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","fol_cover_pt_tree","fol_cover_pt_shrub","fol_cover_pt_pgrass","fol_cover_pt_pforb","fol_cover_pt_agrass","fol_cover_pt_aforb","fol_cover_pt_forb","litter_cover","bare_gnd_cover","live_tree_ltr_duff_ld","dead_tree_ltr_duff_ld","tree_ltr_duff_ld","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase"
"JP-GR-BC026","17","001",-1350,-670,-470,0,0,0,0,0,0,1195,560,470,0,0,0,155,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,772,0,513,1027,184,253,NA,0.2928,0,0,0.2501,0,0.0427,0,0,0,0,0,0,0,0,0,0,19.875,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,11953,0,3984,0,0,0,673,0,0,0,0,0,31.8,0,26.1,0,0,0,0,0,24.9,0,0,0,32,10.3,0.3,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3.7,0,0,0,15,3.3,3,0,4.7,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,19,0,0,0,0,40.7,0,0,0,0,0,0,1.7,0,0,0,0,2,0,0,0,0,0.3,0,2,0,0,0.7,0,2.3,0,0,2.3,0,0,0,0,6.7,0,10.7,0,0,24.3,64,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1.6,0,1.6,0,2,12,40,5,19.7,0.7,0,43,88.3,NA,343,343,"JP","GR","B","CP","026","FI","2"
"JP-GR-BC027","17","001",4421,1548,1345,0,0,0,0,0,0,4118,1391,1345,0,0,0,304,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,1764,211,493,1179,160,533,NA,0.7629,0,0,0.6897,0,0.0732,0,0,0,0,0,0,0,0,0,0,11.5625,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,23625,0,8418,0,0,0,0,0,0,0,0,0,31.2,0,21.5,0,0,0,0,0,0,0,0,0,20.1,3,2.3,0,0,0,0,0,0,0,0,9.7,0,0,0.3,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.7,0,0,0,33,6.3,3,0,6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.3,42.3,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,1,0,0,0,3,3.7,0,0,0,0,0,0.3,0,9.3,0,7,0,0,14.3,74.7,0.7,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,13.7,48.7,7,15.3,0.7,0,43.3,89,NA,1,1,"JP","GR","B","CP","027","FI","1"
"JP-GR-BC030","16","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,14.3,6.7,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0.7,0.3,11.7,2.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,1,0,0,3.7,0,49,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,0,0,0.3,2.3,1.7,0,0,19.3,79.3,0,0,0,0,0,0,0,0,0,0,0,0,2.3,NA,NA,NA,NA,3,10.3,12,1.3,10.3,2,0,50,98.7,NA,NA,NA,"JP","GR","B","CP","030","FI","1"
"JP-GR-BC030","17","001",-2590,-1058,-598,0,0,0,0,0,0,1901,485,598,0,0,0,689,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,2095,421,513,1139,0,267,NA,0.3841,0,0,0.1751,0,0.209,0,0,0,0,0,0,0,0,0,0,14.375,10,0,0,10,76,0,56,20,0,0,0,0,0,0,0,0,4040,0,10101,0,0,0,0,0,0,0,0,0,44.8,0,28.2,0,0,0,0,0,16.3,0,0,0,19,11.1,5,0,0,0,0,0,0,0,0,5,0,0,0,0.3,0,0,0,0,15.3,0,0,0,0,0,0.7,0,0,0,10.7,0,0,0.7,0,0,0,2.3,0,0.7,0,7.3,5.7,6,0,14.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.3,0,0,2.3,0,36.7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0,2.3,0,0,0,0,1,0,0,0,0,0,0,0,0.7,0,1,0,0,10,83.7,1,0,0,0,0,0,0,0,0,0,0,0,4.7,2.2,2,0.2,0,2,16.7,35.7,3.3,15.3,3,0,39.3,93.7,NA,616,616,"JP","GR","B","CP","030","FI","1"
"JP-GR-BC031","17","001",-5148,-2329,-1728,0,0,0,0,0,0,4719,2039,1728,0,0,0,429,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,1544,3207,1300,603,0,784,NA,0.8365,0,0,0.719,0,0.1175,0,0,0,0,0,0,0,0,0,0,11.1875,20,0,0,20,2000,1778,222,0,0,0,0,0,0,0,0,0,17116,0,4602,0,0,0,112,0,0,0,0,0,40.4,0,24.7,0,0,0,0,0,19.9,0,0,0,19.6,3.7,2.3,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0.7,0,0,0,0,2.3,0,0,0.3,0,0,0,6.7,0,0,0,18.3,3.7,4,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,1.7,0,36.7,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1.3,2.3,0,0,0.3,0,0,0.7,0,8.3,0,5.3,0,0,25.3,61.3,0,0,0,0,0,0,0,0,0,0,0,0,10.7,3,3,0,0,1,14,33,5,29.3,1,0,46.7,86.7,NA,850,850,"JP","GR","B","CP","031","FI","2"
"JP-GR-BC033","17","001",-1683,-418,-442,0,0,0,0,0,0,1556,335,442,0,0,0,127,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,2647,3871,247,168,29,768,NA,0.1675,0,0,0.1356,0,0.0319,0,0,0,0,0,0,0,0,0,0,15.0625,86,0,56,30,369,0,167,202,0,0,0,0,0,0,0,0,5892,0,4602,0,0,0,1515,0,0,0,0,0,42.4,0,27.3,0,0,0,0,0,24.4,0,0,0,25.5,5.3,0.3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0.3,0,0,0,2,0,0,0,0,0,0,15.3,0,0,0.3,11.3,1.3,2.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,3.7,0,0,6,0.3,18.7,0,0,0,0,0,0,0.7,0,0,0,0,1,0.3,0,0,0,0.3,0,0,0,0,0,0.7,4.3,0,0,4.7,0,0,0,0,9.3,0,16.3,0,0,18.7,63,0,0,0,0,0,0,0,0,0,0,0,0,5.3,16,4.3,11.7,0,5.3,8,31,6.7,37,0.3,0,36,81.7,NA,10291,10291,"JP","GR","B","CP","033","FI","3"
"JP-GR-BC034","17","001",-1047,-479,-416,0,0,0,0,0,0,1031,464,416,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,2757,2635,358,1056,32,1256,NA,0.1388,0,0,0.1345,0,0.0043,0,0,0,0,0,0,0,0,0,0,16.4375,177,0,167,10,1101,889,0,212,0,0,0,0,0,0,0,0,6397,0,1235,0,0,0,3984,0,0,0,0,0,49.9,0,32.3,0,0,0,0,0,22.7,0,0,0,22.9,10,0,0.7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35.3,0,0,0,0,0.3,0,0,0,0,2.7,0,0,0.3,0,0,0,12,0,0,1.3,25,1.3,9.7,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.3,0.3,46.7,0,0,0,0,0,0,0.3,0,0,0,0,2,0,0,0.3,0,0.7,0,2,0,0,1,0,3,0,0,12.7,0,0,0,0,5.7,0,4,0,0,20.7,62.7,0,0,0,0,0,0,0,0,0,0,0,0,5.3,17.2,2.7,14.5,0,11.3,7.7,25,5.3,35.3,0.7,0,52,83.3,NA,8605,8605,"JP","GR","B","CP","034","FI","3"
"JP-GR-BC036","16","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,12,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0.3,0,0,0,0,6.3,0,0.3,0,0,0,0,0,0,0.3,0,4.3,3.3,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,49,0,0,0.3,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,3,0,0,3.7,0,3,0,0,35,63.3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,NA,NA,NA,NA,0,12.7,10.3,3.3,7.7,2.3,0,52.7,98.3,NA,NA,NA,"JP","GR","B","CP","036","FI","2"
"JP-GR-BC036","17","001",-2479,-848,-725,0,0,0,0,0,0,2367,817,725,0,0,0,112,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,2867,951,0,501,51,688,NA,0.3941,0,0,0.3774,0,0.0167,0,0,0,0,0,0,0,0,0,0,7.0625,0,0,0,0,131,0,111,20,0,0,0,0,0,0,0,0,11785,0,4265,0,0,0,0,0,0,0,0,0,31.3,0,19,0,0,0,0,0,19.5,0,0,0,11.3,3.3,0,0.3,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,7,0,0,0.3,0,0,0,9.3,0,0,0,5,7,1.7,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,2.7,1,0,0,0,0,29,0,0.7,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,2.7,0,0,0,0.3,2,0,0,0,0,0,0,0,4,0,1,0,0,15.7,69.7,0.3,0,0,0,0,0,0,0,0,0,0,0,6.7,0.8,0,0.8,0,0,18.7,14,3,26.7,1,0,39.7,85.3,NA,120,120,"JP","GR","B","CP","036","FI","2"
"JP-GR-BC037","17","001",-371,-116,-107,0,0,0,0,0,0,353,102,107,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,3198,1260,0,256,3,152,NA,0.0468,0,0,0.0417,0,0.0051,0,0,0,0,0,0,0,0,0,0,18.0625,510,0,500,10,1121,889,0,232,0,0,0,0,0,0,0,0,5892,0,56,0,0,0,3423,0,0,0,0,0,39.3,0,27.2,0,0,0,0,0,29.5,0,0,0,26.9,10.6,0,0.7,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,54.3,0,0,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,21.3,0,0.3,0.3,11.7,1.7,18,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0,0,0,2.3,0,39.3,0,0,0,0,0,0,0.3,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,12.3,0,0,0,0,8.3,0,2.3,0,0,14.3,61.3,1.3,0,0,0,0.3,0,0,0.3,0,0,0,0,3.7,16.4,1.1,15.3,0,11.3,3,18,3.3,54.3,3,0,50.7,75.7,NA,5394,5394,"JP","GR","B","CP","037","FI","3"
"JP-GR-BC038","17","001",-1530,-257,-416,0,0,0,0,0,0,1530,257,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,1323,2796,0,165,0,88,NA,0.1338,0,0,0.1338,0,0,0,0,0,0,0,0,0,0,0,0,10.8125,107,0,56,51,298,0,56,242,0,0,0,0,0,0,0,0,7071,0,505,0,0,0,14927,0,0,0,35.8,0,36.5,0,0,0,0,0,0,0,26.5,0,0,0,16.5,6.8,0.3,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0.3,1,0,0,1.3,0,0,0.3,0,0,0,23.3,0,0,0.3,4.3,2.3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,6.3,0.3,54,0,0,0,0,0,0,1.7,0,0,0,0,2.7,0,0,0,0,0.3,0,1,0,0,0,0.7,0,0,0,22,0,0,0,0,7.3,0,0.7,0,0,20.3,52.3,0,0,0,0,0,0,0,0,0,0,0,0,4.3,23.2,4.9,18.3,0,23.3,5.3,12.7,4.3,25.7,0,0,65.3,72.7,NA,7010,7010,"JP","GR","B","CP","038","FI","3"
"JP-GR-CC003","17","001",930,200,271,0,0,0,0,0,0,930,200,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,1764,0,631,85,11,1051,NA,0.0747,0,0,0.0747,0,0,0,0,0,0,0,0,0,0,0,0,3.125,283,0,0,283,702,0,167,535,0,0,0,0,0,0,0,0,3591,0,1459,0,0,0,0,0,0,0,0,0,44.9,0,0,0,0,0,0,0,0,0,0,0,7.4,2.2,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,26.7,0,0,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0,41.7,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,2.7,0,0,0,0,23.7,48,0,0,0,0,0,0,0,0,0,0,0,0,8,45.9,16.9,29,0,37.3,2.3,2.7,1,0.3,0,0,50,71.7,33425,NA,33425,"JP","GR","C","CP","003","CO","3"
"JP-GR-CC004","17","001",-174,-60,-41,0,0,0,0,0,0,150,51,41,0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,882,740,2306,40,3,1251,NA,0.0309,0,0,0.0259,0,0.005,0,0,0,0,0,0,0,0,0,0,2.8125,1131,889,0,242,888,0,444,444,0,0,0,0,0,0,0,0,1852,0,6173,0,0,0,224,0,0,0,0,0,28.7,0,18.6,0,0,0,0,0,23,0,0,0,8.3,3,0,0.3,0,0.3,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,2.7,0,0,0.3,0,0,0,6,0,0.3,0.3,0.7,5,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.7,13.7,0,36.7,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,17,0,0,0,0,0,0,0,0,0,19,71.3,0,0,0,0,0,0,0,0,0,0,0,0,3.3,27.3,11.1,16.2,0,21,5,1,3,0,1,0,39.3,90.3,18641,NA,18641,"JP","GR","C","CP","004","CO","3"
"JP-GR-CC006","17","001",-866,-400,-289,0,0,0,0,0,0,760,349,289,0,0,0,106,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,772,477,513,141,13,29,NA,0.1796,0,0,0.153,0,0.0266,0,0,0,0,0,0,0,0,0,0,6.0625,430,0,278,152,1571,889,278,404,0,0,0,0,0,0,0,0,5836,0,4602,0,0,0,2806,0,0,0,0,0,32.3,0,20.3,0,0,0,0,0,25.8,0,0,0,14.3,1.8,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0.3,4.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3.7,0,0.3,6,0,31.3,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,1.7,0,0,0,0,2.3,0,0,20.3,0,0,0,0,4,0,3.3,0,0,29.3,48.3,0,0,0,0,0,0,0,0,0,0,0,0,3.3,28.3,6.8,21.5,0,26,8.3,12.3,2.7,4,0,0,34.7,77.7,21523,NA,21523,"JP","GR","C","CP","006","CO","2"
"JP-GR-CC007","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1323,398,0,5,0,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8125,253,0,0,253,343,0,0,343,0,0,0,0,0,0,0,0,617,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,3.2,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,18.7,0,0,0,0,2.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,10.3,0,45,0,0,0,0.3,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,29,0,0,0,0,0,0,0,0,0,12.7,67,0,0,0,0,0,0,0,0,0,0,0,0,7,41.6,17,24.6,0,35,0.3,0,0.7,0,1,0,54.3,79.7,19051,NA,19051,"JP","GR","C","CP","007","CO","3"
"JP-GR-CC008","17","001",-60,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,1985,211,200,80,8,0,NA,0.0112,0,0,0,0,0.0112,0,0,0,0,0,0,0,0,0,0,4.875,2016,1778,56,182,535,0,222,313,0,0,0,0,0,0,0,0,1908,0,5387,0,0,0,673,0,0,0,0,0,20,0,17.8,0,0,0,0,60,21,0,0,0,7.4,5.1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,27.7,0,0.7,0.3,3,6.3,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,17.7,0,41.7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0,0,0.3,0,0.3,0,0,25,0,0,0,0,2.7,0,0,0,0,18.7,48.3,0,0,0,0,0,0,0,0,0,0,0,0,2.7,30.9,14.2,16.7,0,37.3,3,8.7,0.7,0.7,0.7,0,61.7,67,22897,NA,22897,"JP","GR","C","CP","008","CO","2"
"JP-GR-CC013","17","001",-516,-137,-139,0,0,0,0,0,0,516,137,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,772,0,772,8,3,99,NA,0.0661,0,0,0.0661,0,0,0,0,0,0,0,0,0,0,0,0,6.6875,222,0,111,111,687,0,111,576,0,0,0,0,0,0,0,0,3086,0,168,0,0,0,2020,0,0,0,0,0,31.7,0,0,0,0,0,0,0,25.4,0,0,0,11.5,3.8,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,4,0,0,0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,29.7,0,0,0.7,0.3,2.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,14.7,0,56.7,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0.3,0,0,0,0,0.7,0,0,34.3,0,0,0,0,4.7,0,0.3,0,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,3.7,55.1,15.8,39.3,0,45,2,5.7,1,4,0.3,0,58.3,68,23157,NA,23157,"JP","GR","C","CP","013","CO","3"
