"subplot_id","year","speriod","herb_fuel_live_wd","herb_fuel_dead_wd","ispace_litter_load_wd","herb_fuel_stand_wd","tree_cover_ttl","tree_cvr_CELE3","tree_cvr_JUOC","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","tree_cvr_PIPO","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase","p_elevation","p_precip_mean"
"JP-ON-BC005","06","001",149,165,53,NA,6.1,0,0,6.1,0,0,0,"JP","ON","B","CP","005","FI","1",1712,354
"JP-ON-BC005","07","001",211,61,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1",1712,354
"JP-ON-BC005","08","001",165,24,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1",1712,354
"JP-ON-BC005","09","001",1224,336,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1",1712,354
"JP-ON-BC005","10","001",565,189,45,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","005","FI","1",1712,354
"JP-ON-BC005","12","001",91,11,3,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1",1712,354
"JP-ON-BC005","16","001",453,77,171,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","005","FI","1",1712,354
"JP-ON-BC009","06","001",125,136,160,NA,17.4,0,0,17.4,0,0,0,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","07","001",384,21,24,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","08","001",285,0,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","09","001",541,171,176,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","10","001",1101,560,80,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","11","001",211,69,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","12","001",208,29,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","13","001",373,181,24,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","14","001",379,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","16","001",739,208,189,NA,6.5,0,0,6.5,0,0,0,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC009","17","001",NA,NA,371,981,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2",1712,354
"JP-ON-BC014","06","001",128,219,107,NA,2.5,0,0,2.5,0,0,0,"JP","ON","B","CP","014","FI","1",1712,354
"JP-ON-BC014","07","001",264,0,45,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1",1712,354
"JP-ON-BC014","08","001",200,0,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1",1712,354
"JP-ON-BC014","09","001",1584,165,61,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1",1712,354
"JP-ON-BC014","10","001",1382,595,171,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","014","FI","1",1712,354
"JP-ON-BC014","12","001",109,13,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1",1712,354
"JP-ON-BC014","16","001",485,88,309,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","014","FI","1",1712,354
"JP-ON-BC016","06","001",83,80,37,NA,19.9,0,0,19.9,0,0,0,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","07","001",136,16,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","08","001",189,0,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","09","001",944,0,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","10","001",931,331,61,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","11","001",424,13,56,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","12","001",147,11,3,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","13","001",587,261,43,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","14","001",411,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","16","001",504,43,213,NA,2.6,0,0,2.6,0,0,0,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC016","17","001",NA,NA,341,749,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3",1712,354
"JP-ON-BC017","06","001",107,165,61,NA,19.4,0,0,19.4,0,0,0,"JP","ON","B","CP","017","FI","3",1712,354
"JP-ON-BC017","07","001",75,11,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3",1712,354
"JP-ON-BC017","08","001",125,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3",1712,354
"JP-ON-BC017","09","001",549,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3",1712,354
"JP-ON-BC017","10","001",1462,245,165,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","017","FI","3",1712,354
"JP-ON-BC017","12","001",123,27,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3",1712,354
"JP-ON-BC017","16","001",784,389,136,NA,7.4,0,0,7.4,0,0,0,"JP","ON","B","CP","017","FI","3",1712,354
"JP-ON-BC018","06","001",24,27,21,NA,19.3,0,0,19.3,0,0,0,"JP","ON","B","CP","018","FI","3",1712,354
"JP-ON-BC018","07","001",171,16,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","018","FI","3",1712,354
"JP-ON-BC018","08","001",165,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","018","FI","3",1712,354
"JP-ON-BC018","09","001",624,141,75,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","018","FI","3",1712,354
"JP-ON-BC018","10","001",725,251,104,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","018","FI","3",1712,354
"JP-ON-BC018","12","001",93,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","018","FI","3",1712,354
"JP-ON-BC018","16","001",213,101,619,NA,6.7,0,0,6.7,0,0,0,"JP","ON","B","CP","018","FI","3",1712,354
"JP-ON-BC021","06","001",152,96,328,NA,5.2,0,0,5.2,0,0,0,"JP","ON","B","CP","021","FI","2",1712,354
"JP-ON-BC021","07","001",211,0,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2",1712,354
"JP-ON-BC021","08","001",109,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2",1712,354
"JP-ON-BC021","09","001",269,29,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2",1712,354
"JP-ON-BC021","10","001",696,141,51,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","021","FI","2",1712,354
"JP-ON-BC021","12","001",69,8,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2",1712,354
"JP-ON-BC021","16","001",621,227,157,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","021","FI","2",1712,354
"JP-ON-BC023","06","001",67,83,59,NA,3.9,0,0,3.9,0,0,0,"JP","ON","B","CP","023","FI","1",1712,354
"JP-ON-BC023","07","001",200,0,29,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1",1712,354
"JP-ON-BC023","08","001",264,0,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1",1712,354
"JP-ON-BC023","09","001",1646,0,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1",1712,354
"JP-ON-BC023","10","001",531,261,29,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","023","FI","1",1712,354
"JP-ON-BC023","12","001",147,8,8,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","023","FI","1",1712,354
"JP-ON-BC023","16","001",512,152,205,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","023","FI","1",1712,354
"JP-ON-BC024","06","001",48,32,27,NA,21.7,0,0,21.7,0,0,0,"JP","ON","B","CP","024","FI","3",1712,354
"JP-ON-BC024","07","001",51,24,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3",1712,354
"JP-ON-BC024","08","001",120,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3",1712,354
"JP-ON-BC024","09","001",656,64,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3",1712,354
"JP-ON-BC024","10","001",491,96,11,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","024","FI","3",1712,354
"JP-ON-BC024","12","001",136,13,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","024","FI","3",1712,354
"JP-ON-BC024","16","001",416,165,301,NA,12.6,0,0,12.6,0,0,0,"JP","ON","B","CP","024","FI","3",1712,354
"JP-ON-BC025","06","001",80,99,35,NA,22.2,0,0,22.2,0,0,0,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","07","001",109,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","08","001",101,0,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","09","001",549,0,40,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","10","001",776,120,69,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","11","001",435,35,29,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","12","001",125,5,19,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","13","001",213,40,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","16","001",507,72,277,NA,8.7,0,0,8.7,0,0,0,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC025","17","001",NA,NA,93,344,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","025","FI","3",1712,354
"JP-ON-BC027","06","001",152,245,45,NA,13.4,0,0,13.4,0,0,0,"JP","ON","B","CP","027","FI","2",1712,354
"JP-ON-BC027","07","001",101,29,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2",1712,354
"JP-ON-BC027","08","001",205,0,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2",1712,354
"JP-ON-BC027","09","001",584,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2",1712,354
"JP-ON-BC027","10","001",1101,141,165,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","027","FI","2",1712,354
"JP-ON-BC027","12","001",152,8,3,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","027","FI","2",1712,354
"JP-ON-BC027","16","001",789,96,363,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","027","FI","2",1712,354
"JP-ON-BC031","06","001",128,141,64,NA,7.1,0,0,7.1,0,0,0,"JP","ON","B","CP","031","FI","2",1712,354
"JP-ON-BC031","07","001",144,21,24,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2",1712,354
"JP-ON-BC031","08","001",101,0,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2",1712,354
"JP-ON-BC031","09","001",1144,221,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2",1712,354
"JP-ON-BC031","10","001",584,256,75,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","031","FI","2",1712,354
"JP-ON-BC031","12","001",176,27,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","031","FI","2",1712,354
"JP-ON-BC031","16","001",408,45,149,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","031","FI","2",1712,354
"JP-ON-BC032","06","001",75,83,29,NA,18,0,0,18,0,0,0,"JP","ON","B","CP","032","FI","2",1712,354
"JP-ON-BC032","07","001",91,5,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2",1712,354
"JP-ON-BC032","08","001",120,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2",1712,354
"JP-ON-BC032","09","001",1005,0,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2",1712,354
"JP-ON-BC032","10","001",736,155,35,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","032","FI","2",1712,354
"JP-ON-BC032","12","001",80,5,3,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","032","FI","2",1712,354
"JP-ON-BC032","16","001",448,96,213,NA,9.7,0,0,9.7,0,0,0,"JP","ON","B","CP","032","FI","2",1712,354
"JP-ON-BC033","06","001",117,107,56,NA,15.4,0,0,15.4,0,0,0,"JP","ON","B","CP","033","FI","2",1712,354
"JP-ON-BC033","07","001",149,5,141,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2",1712,354
"JP-ON-BC033","08","001",221,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2",1712,354
"JP-ON-BC033","09","001",1104,16,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2",1712,354
"JP-ON-BC033","10","001",1635,464,245,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","033","FI","2",1712,354
"JP-ON-BC033","12","001",91,11,3,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","033","FI","2",1712,354
"JP-ON-BC033","16","001",371,115,123,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","033","FI","2",1712,354
"JP-ON-BC035","06","001",45,69,21,NA,18.1,0,0,18.1,0,0,0,"JP","ON","B","CP","035","FI","3",1712,354
"JP-ON-BC035","07","001",69,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3",1712,354
"JP-ON-BC035","08","001",125,0,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3",1712,354
"JP-ON-BC035","09","001",685,11,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3",1712,354
"JP-ON-BC035","10","001",760,21,45,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","035","FI","3",1712,354
"JP-ON-BC035","12","001",171,8,8,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","035","FI","3",1712,354
"JP-ON-BC035","16","001",360,251,99,NA,1.7,0,0,1.7,0,0,0,"JP","ON","B","CP","035","FI","3",1712,354
"JP-ON-BC036","06","001",136,205,139,NA,11.8,0,0,11.8,0,0,0,"JP","ON","B","CP","036","FI","2",1712,354
"JP-ON-BC036","07","001",176,5,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2",1712,354
"JP-ON-BC036","08","001",195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2",1712,354
"JP-ON-BC036","09","001",611,51,45,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2",1712,354
"JP-ON-BC036","10","001",989,120,176,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","036","FI","2",1712,354
"JP-ON-BC036","12","001",168,8,3,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","B","CP","036","FI","2",1712,354
"JP-ON-BC036","16","001",331,517,232,NA,0,0,0,0,0,0,0,"JP","ON","B","CP","036","FI","2",1712,354
"JP-ON-BCD01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712,354
"JP-ON-CC000","06","001",80,67,77,NA,11.5,0,0,11.5,0,0,0,"JP","ON","C","CP","000","CO","2",1712,356
"JP-ON-CC000","07","001",221,75,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2",1712,356
"JP-ON-CC000","08","001",120,45,109,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2",1712,356
"JP-ON-CC000","09","001",160,45,45,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2",1712,356
"JP-ON-CC000","10","001",160,45,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2",1712,356
"JP-ON-CC000","12","001",85,229,141,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","000","CO","2",1712,356
"JP-ON-CC000","16","001",115,0,312,NA,15.9,0,0,15.9,0,0,0,"JP","ON","C","CP","000","CO","2",1712,356
"JP-ON-CC002","06","001",91,77,27,NA,14.9,0,0,14.9,0,0,0,"JP","ON","C","CP","002","CO","2",1712,356
"JP-ON-CC002","07","001",104,171,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2",1712,356
"JP-ON-CC002","08","001",101,120,24,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2",1712,356
"JP-ON-CC002","09","001",141,69,96,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2",1712,356
"JP-ON-CC002","10","001",165,29,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2",1712,356
"JP-ON-CC002","12","001",40,165,40,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","002","CO","2",1712,356
"JP-ON-CC002","16","001",29,5,1952,NA,19.6,0,0,19.6,0,0,0,"JP","ON","C","CP","002","CO","2",1712,356
"JP-ON-CC004","06","001",40,8,8,NA,24.8,0,0,24.8,0,0,0,"JP","ON","C","CP","004","CO","3",1712,356
"JP-ON-CC004","07","001",61,11,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3",1712,356
"JP-ON-CC004","08","001",21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3",1712,356
"JP-ON-CC004","09","001",21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3",1712,356
"JP-ON-CC004","10","001",51,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3",1712,356
"JP-ON-CC004","12","001",64,56,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","004","CO","3",1712,356
"JP-ON-CC004","16","001",43,0,709,NA,30.3,0,0,30.3,0,0,0,"JP","ON","C","CP","004","CO","3",1712,356
"JP-ON-CC006","06","001",120,149,21,NA,5.6,0,0,5.6,0,0,0,"JP","ON","C","CP","006","CO","1",1712,356
"JP-ON-CC006","07","001",501,760,205,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1",1712,356
"JP-ON-CC006","08","001",136,104,61,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1",1712,356
"JP-ON-CC006","09","001",235,131,251,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1",1712,356
"JP-ON-CC006","10","001",384,184,216,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1",1712,356
"JP-ON-CC006","12","001",24,104,24,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","006","CO","1",1712,356
"JP-ON-CC006","16","001",304,51,144,NA,11.5,0,0,11.5,0,0,0,"JP","ON","C","CP","006","CO","1",1712,356
"JP-ON-CC008","06","001",80,45,35,NA,12.6,0,0,12.6,0,0,0,"JP","ON","C","CP","008","CO","2",1712,356
"JP-ON-CC008","07","001",141,21,56,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2",1712,356
"JP-ON-CC008","08","001",85,0,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2",1712,356
"JP-ON-CC008","09","001",155,69,80,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2",1712,356
"JP-ON-CC008","10","001",80,11,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2",1712,356
"JP-ON-CC008","12","001",61,40,21,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","008","CO","2",1712,356
"JP-ON-CC008","16","001",85,5,243,NA,15.9,0,0,15.9,0,0,0,"JP","ON","C","CP","008","CO","2",1712,356
"JP-ON-CC012","06","001",179,304,104,NA,9.5,0,0,9.5,0,0,0,"JP","ON","C","CP","012","CO","1",1712,356
"JP-ON-CC012","07","001",429,715,200,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1",1712,356
"JP-ON-CC012","08","001",421,536,131,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1",1712,356
"JP-ON-CC012","09","001",296,424,155,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1",1712,356
"JP-ON-CC012","10","001",421,189,195,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1",1712,356
"JP-ON-CC012","12","001",88,325,101,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","012","CO","1",1712,356
"JP-ON-CC012","16","001",339,32,152,NA,12.5,0,0,12.5,0,0,0,"JP","ON","C","CP","012","CO","1",1712,356
"JP-ON-CC013","06","001",117,232,53,NA,3.2,0,0,3.2,0,0,0,"JP","ON","C","CP","013","CO","1",1712,356
"JP-ON-CC013","07","001",405,696,240,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1",1712,356
"JP-ON-CC013","08","001",469,624,131,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1",1712,356
"JP-ON-CC013","09","001",304,360,149,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1",1712,356
"JP-ON-CC013","10","001",600,325,189,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1",1712,356
"JP-ON-CC013","12","001",275,896,181,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","013","CO","1",1712,356
"JP-ON-CC013","16","001",136,19,112,NA,18.4,0,0,18.4,0,0,0,"JP","ON","C","CP","013","CO","1",1712,356
"JP-ON-CC014","06","001",51,51,43,NA,10,0,0,10,0,0,0,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","07","001",184,235,176,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","08","001",104,64,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","09","001",205,211,96,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","10","001",480,224,35,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","11","001",72,8,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","12","001",56,64,40,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","13","001",125,104,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","14","001",261,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","16","001",69,21,496,NA,2.8,0,0,2.8,0,0,0,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC014","17","001",NA,NA,109,235,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","014","CO","1",1712,356
"JP-ON-CC020","06","001",88,88,27,NA,23.9,0,0,23.9,0,0,0,"JP","ON","C","CP","020","CO","2",1712,356
"JP-ON-CC020","07","001",155,11,75,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2",1712,356
"JP-ON-CC020","08","001",141,184,45,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2",1712,356
"JP-ON-CC020","09","001",269,35,16,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2",1712,356
"JP-ON-CC020","10","001",176,16,11,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2",1712,356
"JP-ON-CC020","12","001",85,261,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","020","CO","2",1712,356
"JP-ON-CC020","16","001",112,13,973,NA,27.1,0,0,27.1,0,0,0,"JP","ON","C","CP","020","CO","2",1712,356
"JP-ON-CC024","06","001",99,59,53,NA,13.8,0,0,13.8,0,0,0,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","07","001",216,549,61,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","08","001",165,125,80,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","09","001",189,104,51,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","10","001",115,24,24,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","11","001",75,11,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","12","001",131,171,45,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","13","001",251,64,0,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","14","001",163,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","16","001",131,19,0,NA,16.6,0,0,16.6,0,0,0,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC024","17","001",NA,NA,408,624,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","024","CO","1",1712,356
"JP-ON-CC027","06","001",144,195,29,NA,11.1,0,0,11.1,0,0,0,"JP","ON","C","CP","027","CO","2",1712,356
"JP-ON-CC027","07","001",160,216,24,NA,NA,NA,NA,NA,NA,NA,NA,"JP","ON","C","CP","027","CO","2",1712,356
